pr_number,pr_title,pr_url,state,created_at,updated_at,closed_at,merged_at,merged,additions,deletions,changed_files,author_login,labels,review_count_reported
47501,fix(flags): handle null values in migration filter iteration,https://github.com/PostHog/posthog/pull/47501,MERGED,2026-02-10T16:44:42Z,2026-02-10T17:05:32Z,2026-02-10T17:05:29Z,2026-02-10T17:05:29Z,True,4,4,1,dmarticus,,2
46566,chore(signals): Add test for video segment clustering workflow,https://github.com/PostHog/posthog/pull/46566,MERGED,2026-02-02T17:25:31Z,2026-02-10T16:51:33Z,2026-02-10T16:51:32Z,2026-02-10T16:51:32Z,True,359,0,6,Twixes,,6
47288,fix(alerts): clean up CDP destinations when alert is   deleted,https://github.com/PostHog/posthog/pull/47288,MERGED,2026-02-09T10:48:50Z,2026-02-10T16:51:25Z,2026-02-10T16:51:22Z,2026-02-10T16:51:22Z,True,59,3,3,vdekrijger,,7
47432,chore(llma): Add team ID 240730 to the team discovery list,https://github.com/PostHog/posthog/pull/47432,MERGED,2026-02-10T11:09:52Z,2026-02-10T16:47:16Z,2026-02-10T16:47:13Z,2026-02-10T16:47:13Z,True,2,3,2,andrewm4894,team/llm-analytics,1
47008,feat(twig): cloud task execution with agent logs pipeline,https://github.com/PostHog/posthog/pull/47008,CLOSED,2026-02-05T17:55:17Z,2026-02-10T16:45:22Z,2026-02-10T16:45:21Z,,False,239,1,5,tatoalo,,11
47461,feat(twig): agent logs ClickHouse pipeline,https://github.com/PostHog/posthog/pull/47461,CLOSED,2026-02-10T13:32:38Z,2026-02-10T16:45:14Z,2026-02-10T16:45:13Z,,False,126,3,9,tatoalo,,2
47440,refactor(signals): Run video export as child workflow,https://github.com/PostHog/posthog/pull/47440,MERGED,2026-02-10T12:05:53Z,2026-02-10T16:34:16Z,2026-02-10T16:34:14Z,2026-02-10T16:34:14Z,True,54,58,8,Twixes,,2
47413,feat: Add styled landing page to MCP server,https://github.com/PostHog/posthog/pull/47413,MERGED,2026-02-10T03:31:42Z,2026-02-10T16:33:57Z,2026-02-10T16:33:54Z,2026-02-10T16:33:54Z,True,258,5,3,rafaeelaudibert,,2
47382,fix(funnels): respect configuration for step condition on same table,https://github.com/PostHog/posthog/pull/47382,MERGED,2026-02-09T21:15:55Z,2026-02-10T16:33:20Z,2026-02-10T16:33:19Z,2026-02-10T16:33:19Z,True,337,221,6,thmsobrmlr,,5
47370,"fix(workflows): bad person query performance, UX papercut",https://github.com/PostHog/posthog/pull/47370,MERGED,2026-02-09T20:34:59Z,2026-02-10T16:30:36Z,2026-02-10T16:30:34Z,2026-02-10T16:30:34Z,True,121,83,3,havenbarnes,,2
47466,chore(e2e): fix local mprocs-e2e.yaml,https://github.com/PostHog/posthog/pull/47466,MERGED,2026-02-10T13:53:39Z,2026-02-10T16:19:57Z,2026-02-10T15:43:28Z,2026-02-10T15:43:28Z,True,11,11,2,webjunkie,,2
47430,feat(workflows): add animation for edges,https://github.com/PostHog/posthog/pull/47430,MERGED,2026-02-10T10:32:31Z,2026-02-10T16:15:23Z,2026-02-10T16:15:21Z,2026-02-10T16:15:20Z,True,473,395,4,meikelmosby,,3
47196,chore(flags): re-enable flags cache verification task,https://github.com/PostHog/posthog/pull/47196,MERGED,2026-02-06T23:06:55Z,2026-02-10T16:10:50Z,2026-02-10T16:10:47Z,2026-02-10T16:10:47Z,True,12,10,1,haacked,,3
47470,fix(signals): Fail and retry incorrectly rendered exports fast,https://github.com/PostHog/posthog/pull/47470,MERGED,2026-02-10T14:05:31Z,2026-02-10T16:07:37Z,2026-02-10T16:07:36Z,2026-02-10T16:07:35Z,True,69,11,5,sortafreel,,3
47484,chore(flags): a few minor edits on the bulk deletion experience,https://github.com/PostHog/posthog/pull/47484,MERGED,2026-02-10T15:19:10Z,2026-02-10T16:06:40Z,2026-02-10T16:06:37Z,2026-02-10T16:06:37Z,True,3,3,4,dmarticus,,4
47237,test(experiments): adding unit tests for the new parse message function.,https://github.com/PostHog/posthog/pull/47237,CLOSED,2026-02-08T04:29:16Z,2026-02-10T16:05:54Z,2026-02-10T16:05:54Z,,False,212,9,2,rodrigoi,,4
47416,fix: ensure conversation query is scoped to team,https://github.com/PostHog/posthog/pull/47416,MERGED,2026-02-10T05:18:11Z,2026-02-10T15:59:11Z,2026-02-10T15:59:09Z,2026-02-10T15:59:09Z,True,1,1,1,Piccirello,,1
47478,chore: add OpenTelemetry tracing to property value API endpoints,https://github.com/PostHog/posthog/pull/47478,MERGED,2026-02-10T15:00:30Z,2026-02-10T15:58:09Z,2026-02-10T15:58:06Z,2026-02-10T15:58:06Z,True,365,268,6,pauldambra,,3
47482,fix(signals): Increase stringent session summary limits,https://github.com/PostHog/posthog/pull/47482,MERGED,2026-02-10T15:15:38Z,2026-02-10T15:51:14Z,2026-02-10T15:51:12Z,2026-02-10T15:51:12Z,True,3,3,1,Twixes,,2
47023,chore(deps): bump protobuf from 5.29.5 to 5.29.6,https://github.com/PostHog/posthog/pull/47023,MERGED,2026-02-05T19:05:36Z,2026-02-10T15:49:27Z,2026-02-10T15:13:38Z,2026-02-10T15:13:38Z,True,8,8,1,dependabot,dependencies|python:uv,1
47318,feat(experiments): Pre-aggregation read path,https://github.com/PostHog/posthog/pull/47318,MERGED,2026-02-09T14:03:14Z,2026-02-10T15:49:20Z,2026-02-10T15:47:36Z,2026-02-10T15:47:36Z,True,232,154,6,jurajmajerik,,4
47427,fix(flags): migrate person properties using invalid in/not_in operators,https://github.com/PostHog/posthog/pull/47427,MERGED,2026-02-10T09:47:30Z,2026-02-10T15:45:52Z,2026-02-10T15:45:50Z,2026-02-10T15:45:50Z,True,163,11,5,dmarticus,,5
46677,feat(signals): Store cluster centroids in Redis to reduce Temporal payload size,https://github.com/PostHog/posthog/pull/46677,MERGED,2026-02-03T12:59:54Z,2026-02-10T15:44:57Z,2026-02-10T15:44:53Z,2026-02-10T15:44:53Z,True,367,203,5,Twixes,,4
47240,chore(deps): bump astral-sh/setup-uv from 7.2.0 to 7.3.0,https://github.com/PostHog/posthog/pull/47240,MERGED,2026-02-08T08:03:28Z,2026-02-10T15:44:30Z,2026-02-10T15:17:55Z,2026-02-10T15:17:55Z,True,497,267,16,dependabot,dependencies|github_actions,1
47474,chore: add banner on endpoints docs,https://github.com/PostHog/posthog/pull/47474,MERGED,2026-02-10T14:42:15Z,2026-02-10T15:44:04Z,2026-02-10T15:44:01Z,2026-02-10T15:44:01Z,True,20,4,2,sakce,,2
47486,fix(revenue-analytics): Load table preview data when opening new join modal,https://github.com/PostHog/posthog/pull/47486,MERGED,2026-02-10T15:28:34Z,2026-02-10T15:41:49Z,2026-02-10T15:41:48Z,2026-02-10T15:41:48Z,True,6,0,1,arthurdedeus,,2
47287,fix(alerts): optimistic state update on alert create/edit/delete,https://github.com/PostHog/posthog/pull/47287,MERGED,2026-02-09T10:42:03Z,2026-02-10T15:28:03Z,2026-02-10T15:28:00Z,2026-02-10T15:28:00Z,True,54,20,3,vdekrijger,,5
47475,feat(analytics-platform): Add dagster job for experimental sessions backfill,https://github.com/PostHog/posthog/pull/47475,MERGED,2026-02-10T14:48:29Z,2026-02-10T15:21:25Z,2026-02-10T15:21:23Z,2026-02-10T15:21:23Z,True,134,16,3,robbie-c,,5
46268,feat(funnels): same dwh table with multiple configurations,https://github.com/PostHog/posthog/pull/46268,MERGED,2026-01-29T15:37:48Z,2026-02-10T15:20:20Z,2026-02-10T15:20:17Z,2026-02-10T15:20:17Z,True,120,41,5,thmsobrmlr,,3
46108,fix(data-warehouse): update existing jobs on poll instead of only adding new ones,https://github.com/PostHog/posthog/pull/46108,MERGED,2026-01-28T00:31:22Z,2026-02-10T15:18:41Z,2026-02-10T15:18:39Z,2026-02-10T15:18:39Z,True,15,2,1,Gilbert09,,3
46106,fix(data-warehouse): use stable row key for syncs table expansion,https://github.com/PostHog/posthog/pull/46106,MERGED,2026-01-28T00:26:56Z,2026-02-10T15:18:25Z,2026-02-10T15:18:22Z,2026-02-10T15:18:22Z,True,1,0,1,Gilbert09,,2
47422,chore: enhance warehouse table url pattern,https://github.com/PostHog/posthog/pull/47422,MERGED,2026-02-10T08:18:50Z,2026-02-10T15:17:43Z,2026-02-10T15:17:41Z,2026-02-10T15:17:41Z,True,177,0,3,veryayskiy,,7
45006,refactor(errors): simplify `wrap_clickhouse_query_error`,https://github.com/PostHog/posthog/pull/45006,MERGED,2026-01-14T11:50:36Z,2026-02-10T15:16:02Z,2026-02-10T15:16:01Z,2026-02-10T15:16:01Z,True,116,96,10,thmsobrmlr,,5
47479,fix: Copy packages for transpiler plugin during build,https://github.com/PostHog/posthog/pull/47479,MERGED,2026-02-10T15:02:28Z,2026-02-10T15:54:12Z,2026-02-10T15:14:25Z,2026-02-10T15:14:24Z,True,2,0,1,luke-belton,,2
47336,fix(scim): make PATCH Replace for group members additive,https://github.com/PostHog/posthog/pull/47336,CLOSED,2026-02-09T15:48:02Z,2026-02-10T15:11:40Z,2026-02-10T15:11:39Z,,False,169,42,4,yasen-posthog,,2
47369,fix(web-analytics): prevent crash when applying URL filters with domain filter,https://github.com/PostHog/posthog/pull/47369,MERGED,2026-02-09T20:23:46Z,2026-02-10T15:08:59Z,2026-02-10T15:08:57Z,2026-02-10T15:08:57Z,True,9,4,2,lricoy,,2
47476,fix(phai): side panel chat styling in safari,https://github.com/PostHog/posthog/pull/47476,MERGED,2026-02-10T14:52:51Z,2026-02-10T15:08:47Z,2026-02-10T15:08:46Z,2026-02-10T15:08:46Z,True,1,1,1,skoob13,,4
47390,fix(date-filter): correct default granularity and show time toggle,https://github.com/PostHog/posthog/pull/47390,MERGED,2026-02-09T22:09:46Z,2026-02-10T15:08:10Z,2026-02-10T15:08:08Z,2026-02-10T15:08:08Z,True,59,27,4,ordehi,,1
47239,chore(deps): bump datadrivers/terragrunt-action from 4.0.3 to 4.1.0,https://github.com/PostHog/posthog/pull/47239,MERGED,2026-02-08T08:03:05Z,2026-02-10T15:04:55Z,2026-02-10T15:04:53Z,2026-02-10T15:04:53Z,True,2,2,1,dependabot,dependencies|github_actions,1
47343,fix(Filters): stop re-fetching values when selecting from dropdown,https://github.com/PostHog/posthog/pull/47343,MERGED,2026-02-09T17:15:53Z,2026-02-10T15:01:51Z,2026-02-10T15:01:48Z,2026-02-10T15:01:48Z,True,73,2,2,sampennington,,4
45984,fix(devex): set COMPOSE_PROJECT_NAME for worktree support,https://github.com/PostHog/posthog/pull/45984,CLOSED,2026-01-27T09:12:53Z,2026-02-10T15:00:31Z,2026-02-10T15:00:31Z,,False,1,0,1,webjunkie,stale,3
44860,feat(funnels): add custom error handling for better messages,https://github.com/PostHog/posthog/pull/44860,CLOSED,2026-01-13T08:39:24Z,2026-02-10T14:51:09Z,2026-02-10T14:51:09Z,,False,186,17,15,thmsobrmlr,,0
47441,fix(signals): Ensure sessions video export uses /tmp correctly,https://github.com/PostHog/posthog/pull/47441,MERGED,2026-02-10T12:13:11Z,2026-02-10T14:46:01Z,2026-02-10T14:45:59Z,2026-02-10T14:45:59Z,True,34,72,4,Twixes,,6
47452,fix(err): fix error tracking filters,https://github.com/PostHog/posthog/pull/47452,MERGED,2026-02-10T13:02:18Z,2026-02-10T14:41:58Z,2026-02-10T14:41:55Z,2026-02-10T14:41:55Z,True,168,92,8,hpouillot,,2
47451,feat(LogsViewer): add session recording button to log details modal,https://github.com/PostHog/posthog/pull/47451,MERGED,2026-02-10T12:59:49Z,2026-02-10T14:38:39Z,2026-02-10T14:38:36Z,2026-02-10T14:38:36Z,True,30,18,1,jonmcwest,,3
47455,refactor(batch-exports): Remove legacy Redshift activity,https://github.com/PostHog/posthog/pull/47455,MERGED,2026-02-10T13:06:09Z,2026-02-10T14:38:34Z,2026-02-10T14:38:31Z,2026-02-10T14:38:31Z,True,144,934,6,rossgray,,4
47049,feat(insights): improved ui for goal line label options,https://github.com/PostHog/posthog/pull/47049,MERGED,2026-02-05T21:23:38Z,2026-02-10T14:37:18Z,2026-02-10T14:37:16Z,2026-02-10T14:37:16Z,True,94,49,6,thmsobrmlr,,5
47468,fix(nodejs): add last_seen_at field to person types and queries,https://github.com/PostHog/posthog/pull/47468,MERGED,2026-02-10T14:02:05Z,2026-02-10T14:29:00Z,2026-02-10T14:28:57Z,2026-02-10T14:28:57Z,True,39,1,11,dmarticus,,2
46700,chore(phai): convert MaxTools for Flags,https://github.com/PostHog/posthog/pull/46700,MERGED,2026-02-03T15:46:22Z,2026-02-10T14:28:18Z,2026-02-10T14:28:17Z,2026-02-10T14:28:17Z,True,425,1045,5,cvolzer3,,4
46919,fix(phai): added null type to account for typegen,https://github.com/PostHog/posthog/pull/46919,MERGED,2026-02-05T00:45:28Z,2026-02-10T14:27:09Z,2026-02-10T14:27:07Z,2026-02-10T14:27:07Z,True,22,14,3,cvolzer3,,3
47418,fix(experiments): add sanitization to transformation on web experiments.,https://github.com/PostHog/posthog/pull/47418,MERGED,2026-02-10T06:00:36Z,2026-02-10T14:22:53Z,2026-02-10T14:22:50Z,2026-02-10T14:22:50Z,True,60,0,2,rodrigoi,,2
47450,fix(sig): retry consolidation step,https://github.com/PostHog/posthog/pull/47450,MERGED,2026-02-10T12:58:58Z,2026-02-10T14:00:26Z,2026-02-10T14:00:25Z,2026-02-10T14:00:24Z,True,59,36,1,oliverb123,,7
46617,feat(flags): add automatic stale flag cleanup tools,https://github.com/PostHog/posthog/pull/46617,MERGED,2026-02-02T23:57:34Z,2026-02-10T13:58:05Z,2026-02-10T13:58:02Z,2026-02-10T13:58:02Z,True,1049,34,9,dmarticus,,8
47465,feat: reverse order of python lines in before context,https://github.com/PostHog/posthog/pull/47465,MERGED,2026-02-10T13:47:57Z,2026-02-10T13:57:45Z,2026-02-10T13:57:42Z,2026-02-10T13:57:42Z,True,1,0,1,ablaszkiewicz,,3
47463,fix(sql-editors): variables closing,https://github.com/PostHog/posthog/pull/47463,MERGED,2026-02-10T13:39:20Z,2026-02-10T13:55:28Z,2026-02-10T13:55:24Z,2026-02-10T13:55:24Z,True,2,1,1,mariusandra,,1
47158,feat(cohorts): add multi-value contains operators for efficient cohort queries,https://github.com/PostHog/posthog/pull/47158,MERGED,2026-02-06T17:37:04Z,2026-02-10T13:48:02Z,2026-02-10T13:47:58Z,2026-02-10T13:47:58Z,True,272,22,8,gustavohstrassburger,,6
47459,chore(Signup): Fixing flaky signup test,https://github.com/PostHog/posthog/pull/47459,MERGED,2026-02-10T13:27:32Z,2026-02-10T13:43:03Z,2026-02-10T13:43:00Z,2026-02-10T13:43:00Z,True,1,1,1,sampennington,,4
47458,fix: modal overlay z-index,https://github.com/PostHog/posthog/pull/47458,MERGED,2026-02-10T13:18:25Z,2026-02-10T13:40:43Z,2026-02-10T13:40:41Z,2026-02-10T13:40:41Z,True,1,1,1,darkopia,,1
46531,WIP: Turn off posthog analytics,https://github.com/PostHog/posthog/pull/46531,CLOSED,2026-02-02T12:33:08Z,2026-02-10T13:34:44Z,2026-02-10T13:34:44Z,,False,53,58,5,Gilbert09,,2
46105,fix(data-warehouse): implement adaptive chunking for API timeout errors,https://github.com/PostHog/posthog/pull/46105,MERGED,2026-01-28T00:20:06Z,2026-02-10T13:34:27Z,2026-02-10T13:34:24Z,2026-02-10T13:34:24Z,True,93,37,1,Gilbert09,stale,4
47351,fix(insights): prevent race condition when filtering insights,https://github.com/PostHog/posthog/pull/47351,MERGED,2026-02-09T17:59:47Z,2026-02-10T13:31:05Z,2026-02-10T13:31:02Z,2026-02-10T13:31:02Z,True,53,0,2,andyzzhao,,3
47363,fix(Filters): prevent filter rows from remounting on every change,https://github.com/PostHog/posthog/pull/47363,MERGED,2026-02-09T19:39:27Z,2026-02-10T12:56:44Z,2026-02-10T12:56:41Z,2026-02-10T12:56:41Z,True,88,4,4,sampennington,,2
46992,feat(workflows): add seek & consume test,https://github.com/PostHog/posthog/pull/46992,MERGED,2026-02-05T16:22:45Z,2026-02-10T12:55:20Z,2026-02-10T12:55:17Z,2026-02-10T12:55:17Z,True,171,2,4,meikelmosby,,5
46666,fix(temporal): configure posthoganalytics SDK for thread safety,https://github.com/PostHog/posthog/pull/46666,CLOSED,2026-02-03T11:59:11Z,2026-02-10T12:49:58Z,2026-02-10T12:49:58Z,,False,251,22,9,Gilbert09,,3
47438,fix(signals): Avoid validating/analyzing periods <1s.,https://github.com/PostHog/posthog/pull/47438,MERGED,2026-02-10T11:44:22Z,2026-02-10T12:47:02Z,2026-02-10T12:47:00Z,2026-02-10T12:47:00Z,True,14,3,2,sortafreel,,4
47311,feat: support multiple variables in materialized endpoints,https://github.com/PostHog/posthog/pull/47311,MERGED,2026-02-09T13:18:50Z,2026-02-10T12:46:52Z,2026-02-10T12:46:49Z,2026-02-10T12:46:49Z,True,1263,333,5,sakce,,9
47013,fix: prevent 500 error when insight calculation fails in list view,https://github.com/PostHog/posthog/pull/47013,MERGED,2026-02-05T18:10:45Z,2026-02-10T12:38:10Z,2026-02-10T12:38:10Z,2026-02-10T12:38:10Z,True,23,1,1,harihran-del,,2
47436,fix(sig): add retries to cluster labelling llm call,https://github.com/PostHog/posthog/pull/47436,MERGED,2026-02-10T11:38:47Z,2026-02-10T12:30:29Z,2026-02-10T12:30:26Z,2026-02-10T12:30:26Z,True,50,49,2,oliverb123,,5
45955,feat(ph-ai): new MCP tools,https://github.com/PostHog/posthog/pull/45955,CLOSED,2026-01-26T22:20:56Z,2026-02-10T12:23:32Z,2026-02-10T12:23:32Z,,False,971,55,15,kappa90,,2
47127,feat(llma): drive team discovery config from feature flag payload,https://github.com/PostHog/posthog/pull/47127,CLOSED,2026-02-06T14:15:30Z,2026-02-10T12:16:23Z,2026-02-10T12:16:23Z,,False,207,48,2,andrewm4894,team/llm-analytics,5
47434,feat(logs): add Related Errors tab to Log Details Modal,https://github.com/PostHog/posthog/pull/47434,MERGED,2026-02-10T11:17:09Z,2026-02-10T12:02:11Z,2026-02-10T12:02:09Z,2026-02-10T12:02:09Z,True,256,5,6,jonmcwest,,5
47276,fix(Filters): Stop remounting property filters on any change,https://github.com/PostHog/posthog/pull/47276,MERGED,2026-02-09T09:04:21Z,2026-02-10T11:52:49Z,2026-02-10T11:52:46Z,2026-02-10T11:52:46Z,True,200,35,4,sampennington,,3
47398,chore(Insights): add tests for taxonomic components,https://github.com/PostHog/posthog/pull/47398,MERGED,2026-02-09T23:05:31Z,2026-02-10T11:24:16Z,2026-02-10T11:24:15Z,2026-02-10T11:24:15Z,True,409,17,3,sampennington,,5
47361,fix: update PostHog SDK defaults date from 2025-11-30 to 2026-01-30,https://github.com/PostHog/posthog/pull/47361,MERGED,2026-02-09T19:19:36Z,2026-02-10T11:19:22Z,2026-02-10T11:19:20Z,2026-02-10T11:19:20Z,True,45,23,24,pauldambra,,2
46975,fix: save filter toggle even if the user clicks from bookmark,https://github.com/PostHog/posthog/pull/46975,MERGED,2026-02-05T14:23:38Z,2026-02-10T10:57:01Z,2026-02-10T10:56:59Z,2026-02-10T10:56:59Z,True,45,6,2,fasyy612,,1
47249,chore(Insights): Add tests for property filters,https://github.com/PostHog/posthog/pull/47249,MERGED,2026-02-08T13:44:54Z,2026-02-10T10:55:36Z,2026-02-10T10:55:33Z,2026-02-10T10:55:33Z,True,506,1,4,sampennington,,1
47367,chore(llma): Update LLM costs,https://github.com/PostHog/posthog/pull/47367,MERGED,2026-02-09T20:10:04Z,2026-02-10T10:36:26Z,2026-02-10T10:36:23Z,2026-02-10T10:36:23Z,True,52,32,2,scheduled-actions-posthog,automated|llm-analytics,2
47012,refactor: move dropOldEventStep to a top level pipeline step,https://github.com/PostHog/posthog/pull/47012,MERGED,2026-02-05T18:08:44Z,2026-02-10T10:35:01Z,2026-02-10T10:34:58Z,2026-02-10T10:34:58Z,True,357,584,9,lmenezes,,8
47081,feat: Add last_seen_at column to persons,https://github.com/PostHog/posthog/pull/47081,MERGED,2026-02-06T07:33:24Z,2026-02-10T10:21:49Z,2026-02-10T10:21:40Z,2026-02-10T10:21:40Z,True,9,0,1,jose-sequeira,,5
46946,feat(hogql): system tables,https://github.com/PostHog/posthog/pull/46946,MERGED,2026-02-05T10:21:21Z,2026-02-10T10:20:52Z,2026-02-10T10:20:49Z,2026-02-10T10:20:49Z,True,1506,368,5,skoob13,,2
47349,chore(mcp): required CI,https://github.com/PostHog/posthog/pull/47349,MERGED,2026-02-09T17:50:01Z,2026-02-10T10:20:14Z,2026-02-10T10:20:11Z,2026-02-10T10:20:11Z,True,85,132,5,skoob13,,3
47304,fix(cli): add skip-release-on-fail option,https://github.com/PostHog/posthog/pull/47304,MERGED,2026-02-09T12:43:53Z,2026-02-10T10:17:48Z,2026-02-10T10:17:43Z,2026-02-10T10:17:43Z,True,92,27,9,hpouillot,,5
47426,fix(ph-ai): upsert_dashboards persists existing text cards,https://github.com/PostHog/posthog/pull/47426,MERGED,2026-02-10T09:40:52Z,2026-02-10T10:11:54Z,2026-02-10T10:11:53Z,2026-02-10T10:11:52Z,True,43,2,2,tatoalo,feature/posthog-ai,4
47417,chore(ci): balance storybook shards via timing-based bin-packing,https://github.com/PostHog/posthog/pull/47417,MERGED,2026-02-10T05:39:14Z,2026-02-10T10:05:48Z,2026-02-10T10:05:46Z,2026-02-10T10:05:46Z,True,1261,4,5,rafaeelaudibert,,3
47425,fix(ci): replace setup-emsdk action with local composite action,https://github.com/PostHog/posthog/pull/47425,MERGED,2026-02-10T09:21:56Z,2026-02-10T10:05:04Z,2026-02-10T10:04:39Z,2026-02-10T10:04:39Z,True,58,21,4,mendral-app,,5
44725,chore(deps): bump pnpm/action-setup from 4.1.0 to 4.2.0,https://github.com/PostHog/posthog/pull/44725,OPEN,2026-01-11T08:01:43Z,2026-02-10T10:04:46Z,,,False,1,1,1,dependabot,dependencies|github_actions,2
46962,feat(data-warehouse): make import_data_activity_sync fully async,https://github.com/PostHog/posthog/pull/46962,MERGED,2026-02-05T12:31:55Z,2026-02-10T09:55:05Z,2026-02-10T09:55:03Z,2026-02-10T09:55:03Z,True,1383,883,26,Gilbert09,,14
47253,feat(llma): split summarization activities with Redis intermediate storage,https://github.com/PostHog/posthog/pull/47253,MERGED,2026-02-08T17:52:10Z,2026-02-10T09:54:41Z,2026-02-10T09:54:40Z,2026-02-10T09:54:40Z,True,1619,1174,19,andrewm4894,team/llm-analytics,9
47424,chore(data-warehouse): Extra validation on table create,https://github.com/PostHog/posthog/pull/47424,MERGED,2026-02-10T08:49:11Z,2026-02-10T09:51:26Z,2026-02-10T09:51:24Z,2026-02-10T09:51:24Z,True,171,8,2,Gilbert09,,3
47308,feat(workflows): support text based emails,https://github.com/PostHog/posthog/pull/47308,MERGED,2026-02-09T13:12:35Z,2026-02-10T09:49:43Z,2026-02-10T09:49:40Z,2026-02-10T09:49:40Z,True,240,89,6,meikelmosby,,3
47387,fix: only play pinned recordings to avoid autoplaying random recordings when creating collection,https://github.com/PostHog/posthog/pull/47387,MERGED,2026-02-09T21:39:23Z,2026-02-10T09:48:44Z,2026-02-10T09:48:41Z,2026-02-10T09:48:41Z,True,9,5,5,TueHaulund,,2
47121,fix(Insights e2e): Fixing flaky tests,https://github.com/PostHog/posthog/pull/47121,MERGED,2026-02-06T13:30:22Z,2026-02-10T09:41:54Z,2026-02-10T09:41:51Z,2026-02-10T09:41:51Z,True,319,179,17,sampennington,,2
46986,feat(flags): sequential evaluation,https://github.com/PostHog/posthog/pull/46986,MERGED,2026-02-05T15:56:37Z,2026-02-10T09:29:53Z,2026-02-10T09:29:50Z,2026-02-10T09:29:50Z,True,140,27,7,matheus-vb,,3
47305,feat(logs): add initial migration of logs32 table,https://github.com/PostHog/posthog/pull/47305,MERGED,2026-02-09T12:57:17Z,2026-02-10T09:26:42Z,2026-02-10T09:26:39Z,2026-02-10T09:26:39Z,True,263,1,6,frankh,,5
47310,chore(wp): add new schemas for performance max metrics,https://github.com/PostHog/posthog/pull/47310,MERGED,2026-02-09T13:12:47Z,2026-02-10T09:22:29Z,2026-02-10T09:22:28Z,2026-02-10T09:22:28Z,True,105,0,2,estefaniarabadan,,1
47335,revert: claude hooks,https://github.com/PostHog/posthog/pull/47335,CLOSED,2026-02-09T15:35:04Z,2026-02-10T09:15:11Z,2026-02-10T09:15:11Z,,False,0,56,2,skoob13,,0
47338,fix(insights): update the insight meta in the logic properly,https://github.com/PostHog/posthog/pull/47338,MERGED,2026-02-09T16:22:13Z,2026-02-10T09:05:47Z,2026-02-10T09:05:44Z,2026-02-10T09:05:44Z,True,7,0,1,gesh,,1
47404,fix: drop self managed sources double page header,https://github.com/PostHog/posthog/pull/47404,MERGED,2026-02-10T00:46:33Z,2026-02-10T08:29:13Z,2026-02-10T08:29:11Z,2026-02-10T08:29:11Z,True,2,25,1,darkopia,,2
47420,chore(Insights): Adding events for Add insight to dashboard modal,https://github.com/PostHog/posthog/pull/47420,MERGED,2026-02-10T07:57:12Z,2026-02-10T08:28:26Z,2026-02-10T08:28:24Z,2026-02-10T08:28:24Z,True,41,11,4,sampennington,,2
47119,feat(toolbar): add flag impersonation to view flags as a specific user,https://github.com/PostHog/posthog/pull/47119,MERGED,2026-02-06T13:20:53Z,2026-02-10T08:27:26Z,2026-02-10T08:27:23Z,2026-02-10T08:27:23Z,True,157,11,6,sakce,,7
47334,chore(devex): replace format-on-save hooks with cloud dep setup,https://github.com/PostHog/posthog/pull/47334,MERGED,2026-02-09T15:24:59Z,2026-02-10T08:24:27Z,2026-02-10T08:24:25Z,2026-02-10T08:24:25Z,True,16,46,3,webjunkie,,3
47135,feat(myke): new library view,https://github.com/PostHog/posthog/pull/47135,MERGED,2026-02-06T14:46:19Z,2026-02-10T08:18:45Z,2026-02-10T08:18:43Z,2026-02-10T08:18:43Z,True,350,132,9,meikelmosby,,2
46902,feat(insights): move goal line label options into settings menu,https://github.com/PostHog/posthog/pull/46902,MERGED,2026-02-04T22:13:02Z,2026-02-10T08:05:00Z,2026-02-10T08:04:57Z,2026-02-10T08:04:57Z,True,68,40,12,thmsobrmlr,,2
47356,fix(sql-editor): database schema traversal depth limits,https://github.com/PostHog/posthog/pull/47356,MERGED,2026-02-09T18:45:11Z,2026-02-10T08:04:09Z,2026-02-10T08:04:08Z,2026-02-10T08:04:08Z,True,59,40,1,mariusandra,,1
43997,feat(signals): Enrich transcription with metadata,https://github.com/PostHog/posthog/pull/43997,OPEN,2025-12-26T15:05:58Z,2026-02-10T07:48:46Z,,,False,2036,79,26,sortafreel,stale,12
44267,test(surveys): add tests and evals for survey summarization,https://github.com/PostHog/posthog/pull/44267,OPEN,2026-01-05T15:56:18Z,2026-02-10T07:48:43Z,,,False,412,2,3,lucasheriques,stale,2
44736,feat(llma): add feedback UI for summarization,https://github.com/PostHog/posthog/pull/44736,CLOSED,2026-01-11T14:43:37Z,2026-02-10T07:48:38Z,2026-02-10T07:48:38Z,,False,63,7,4,andrewm4894,stale|team/llm-analytics,3
44826,refactor: Simplify and remove all previous revenue analytics code,https://github.com/PostHog/posthog/pull/44826,OPEN,2026-01-12T20:12:27Z,2026-02-10T07:48:32Z,,,False,2429,2699,45,rafaeelaudibert,stale,2
45158,fix(insights): hydrate data viz conditional formatting on mount,https://github.com/PostHog/posthog/pull/45158,OPEN,2026-01-15T16:14:01Z,2026-02-10T07:48:25Z,,,False,8,0,1,darkopia,,0
45368,feat(ph-ai): clone conversations,https://github.com/PostHog/posthog/pull/45368,OPEN,2026-01-19T16:39:19Z,2026-02-10T07:48:17Z,,,False,510,10,18,kappa90,stale,5
45804,feat(workflows): re-arrange nodes,https://github.com/PostHog/posthog/pull/45804,CLOSED,2026-01-23T14:09:47Z,2026-02-10T07:48:11Z,2026-02-10T07:48:11Z,,False,202,13,3,meikelmosby,stale,0
